0,1,2,3,4,5,6
BusStop_No,Bus_No,Predict_Arrive,Date,hour,min,sec
15073,138-1,5분,2020-06-03,17,12,30
15069,138-1,9분,2020-06-03,17,12,31
15085,138-1,11분,2020-06-03,17,12,33
15143,138-1,13분,2020-06-03,17,12,35
15072,138-1,8분,2020-06-03,17,12,36
15255,138-1,9분,2020-06-03,17,12,38
15082,138-1,10분,2020-06-03,17,12,40
15097,138-1,12분,2020-06-03,17,12,41
15284,138-1,12분,2020-06-03,17,12,43
15122,138-1,13분,2020-06-03,17,12,45
15118,138-1,2분,2020-06-03,17,12,46
15115,138-1,3분,2020-06-03,17,12,48
15113,138-1,5분,2020-06-03,17,12,50
5112,138-1,6분,2020-06-03,17,12,51
5146,138-1,7분,2020-06-03,17,12,53
5147,138-1,8분,2020-06-03,17,12,54
5148,138-1,8분,2020-06-03,17,12,56
5149,138-1,9분,2020-06-03,17,12,58
5150,138-1,10분,2020-06-03,17,12,59
5152,138-1,11분,2020-06-03,17,13,01
5158,138-1,1분,2020-06-03,17,13,04
5193,138-1,3분,2020-06-03,17,13,06
5321,138-1,6분,2020-06-03,17,13,07
5277,138-1,8분,2020-06-03,17,13,09
5253,138-1,10분,2020-06-03,17,13,11
5257,138-1,11분,2020-06-03,17,13,12
5259,138-1,12분,2020-06-03,17,13,14
7034,138-1,2분,2020-06-03,17,13,15
7168,138-1,2분,2020-06-03,17,13,17
7035,138-1,4분,2020-06-03,17,13,18
7067,138-1,6분,2020-06-03,17,13,20
7043,138-1,6분,2020-06-03,17,13,21
5356,138-1,9분,2020-06-03,17,13,23
5357,138-1,10분,2020-06-03,17,13,24
5358,138-1,13분,2020-06-03,17,13,26
5190,138-1,5분,2020-06-03,17,13,28
5192,138-1,7분,2020-06-03,17,13,29
5340,138-1,9분,2020-06-03,17,13,31
5155,138-1,10분,2020-06-03,17,13,32
5153,138-1,12분,2020-06-03,17,13,34
5292,138-1,13분,2020-06-03,17,13,35
5101,138-1,14분,2020-06-03,17,13,37
5102,138-1,15분,2020-06-03,17,13,38
5103,138-1,17분,2020-06-03,17,13,40
5104,138-1,17분,2020-06-03,17,13,42
5108,138-1,18분,2020-06-03,17,13,43
5110,138-1,20분,2020-06-03,17,13,45
15111,138-1,20분,2020-06-03,17,13,46
15117,138-1,22분,2020-06-03,17,13,48
15121,138-1,24분,2020-06-03,17,13,50
15283,138-1,24분,2020-06-03,17,13,51
15098,138-1,25분,2020-06-03,17,13,53
15081,138-1,26분,2020-06-03,17,13,54
15073,138-1,5분,2020-06-03,17,13,58
15069,138-1,8분,2020-06-03,17,13,59
15085,138-1,10분,2020-06-03,17,14,01
15143,138-1,12분,2020-06-03,17,14,02
15072,138-1,6분,2020-06-03,17,14,04
15255,138-1,8분,2020-06-03,17,14,05
15082,138-1,8분,2020-06-03,17,14,07
15097,138-1,10분,2020-06-03,17,14,09
15284,138-1,11분,2020-06-03,17,14,10
15122,138-1,12분,2020-06-03,17,14,12
15118,138-1,2분,2020-06-03,17,14,13
15115,138-1,3분,2020-06-03,17,14,15
15113,138-1,5분,2020-06-03,17,14,16
5112,138-1,6분,2020-06-03,17,14,18
5146,138-1,7분,2020-06-03,17,14,20
5147,138-1,8분,2020-06-03,17,14,21
5148,138-1,8분,2020-06-03,17,14,23
5149,138-1,9분,2020-06-03,17,14,24
5150,138-1,10분,2020-06-03,17,14,26
5152,138-1,11분,2020-06-03,17,14,27
5154,138-1,12분,2020-06-03,17,14,29
5158,138-1,14분,2020-06-03,17,14,30
5193,138-1,16분,2020-06-03,17,14,32
